date,time,symbol,action,price,liquidity_value,w_prev,w_new,dw,trade_value,shares,cashflow,realized_pnl
2010-05-31,,CNT,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,DCS,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,HAG,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,HUT,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,KDC,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,KKC,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,LSS,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,MIC,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,NTL,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,QNC,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,SC5,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,SD9,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,SDT,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,SJS,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,SSM,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,STL,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,STP,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,VE1,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,VGS,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,VNS,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,VTV,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2010-05-31,,XMC,SELL,,,0.041666666666666664,0.0,-0.041666666666666664,,,,
2011-01-31,month_end,CII,BUY,11.9,2723309.347368421,0.0,0.1,0.1,12067522.22516243,1014077.0,-12067516.3,
2011-01-31,month_end,DPM,BUY,5.99,3715876.8157894737,0.0,0.1,0.1,12067522.22516243,2014611.0,-12067519.89,
2011-01-31,month_end,LAF,BUY,16.09,2636643.6315789474,0.0,0.1,0.1,12067522.22516243,750001.0,-12067516.09,
2011-01-31,month_end,MSN,BUY,44.27,1809371.357894737,0.0,0.1,0.1,12067522.22516243,272589.0,-12067515.030000001,
2011-01-31,month_end,PGS,BUY,6.02,1342496.105263158,0.0,0.1,0.1,12067522.22516243,2004571.0,-12067517.42,
2011-01-31,month_end,PVC,BUY,8.13,2787733.1052631577,0.0,0.1,0.1,12067522.22516243,1484320.0,-12067521.600000001,
2011-01-31,month_end,SBT,BUY,4.36,2054802.0842105264,0.0,0.1,0.1,12067522.22516243,2767780.0,-12067520.8,
2011-01-31,month_end,SHN,BUY,18.41,27069986.52631579,0.0,0.1,0.1,12067522.22516243,655487.0,-12067515.67,
2011-01-31,month_end,STL,BUY,27.45,1104544.1578947369,0.0,0.1,0.1,12067522.22516243,439618.0,-12067514.1,
2011-01-31,month_end,TCM,BUY,5.39,3304457.194736842,0.0,0.1,0.1,12067522.22516243,2238872.0,-12067520.08,
2011-02-28,,CII,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,DPM,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,LAF,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,MSN,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,PGS,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,PVC,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,SBT,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,SHN,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,STL,SELL,,,0.1,0.0,-0.1,,,,
2011-02-28,,TCM,SELL,,,0.1,0.0,-0.1,,,,
2011-04-30,month_end,BVH,BUY,64.54,5445150.278947368,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,269044.0,-17364099.76,
2011-04-30,month_end,DPM,BUY,5.01,1390456.147368421,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,3465894.0,-17364128.939999998,
2011-04-30,month_end,LAF,BUY,13.94,1746448.4631578946,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,1245633.0,-17364124.02,
2011-04-30,month_end,MSN,BUY,63.31,1055548.8789473684,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,274271.0,-17364097.01,
2011-04-30,month_end,PGS,BUY,4.3,1918057.4210526317,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,4038169.0,-17364126.7,
2011-04-30,month_end,PVS,BUY,7.54,1290270.6842105263,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,2302935.0,-17364129.9,
2011-04-30,month_end,SBT,BUY,3.6,1136953.5157894737,0.0,0.14285714285714285,0.14285714285714285,17364130.168980084,4823369.0,-17364128.400000002,
2011-05-31,,BVH,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2011-05-31,,DPM,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2011-05-31,,LAF,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2011-05-31,,MSN,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2011-05-31,,PGS,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2011-05-31,,PVS,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2011-05-31,,SBT,SELL,,,0.14285714285714285,0.0,-0.14285714285714285,,,,
2012-02-29,month_end,DPM,BUY,4.62,2193556.1095238095,0.0,0.1,0.1,12920052.489445195,2796548.0,-12920051.76,
2012-02-29,month_end,LSS,BUY,10.68,1197502.3380952382,0.0,0.1,0.1,12920052.489445195,1209742.0,-12920044.56,
2012-02-29,month_end,MSN,BUY,58.68,9206201.476190476,0.0,0.1,0.1,12920052.489445195,220178.0,-12920045.04,
2012-02-29,month_end,PET,BUY,3.73,1781551.880952381,0.0,0.1,0.1,12920052.489445195,3463821.0,-12920052.33,
2012-02-29,month_end,PGS,BUY,6.46,3726597.6666666665,0.0,0.1,0.1,12920052.489445195,2000008.0,-12920051.68,
2012-02-29,month_end,PVD,BUY,15.45,3785684.7190476186,0.0,0.1,0.1,12920052.489445195,836249.0,-12920047.049999999,
2012-02-29,month_end,PVS,BUY,6.11,5353421.571428572,0.0,0.1,0.1,12920052.489445195,2114574.0,-12920047.14,
2012-02-29,month_end,REE,BUY,4.03,4997857.257142858,0.0,0.1,0.1,12920052.489445195,3205968.0,-12920051.040000001,
2012-02-29,month_end,SBT,BUY,5.0,1019888.6904761905,0.0,0.1,0.1,12920052.489445195,2584010.0,-12920050.0,
2012-02-29,month_end,VSH,BUY,4.63,1317717.7523809525,0.0,0.1,0.1,12920052.489445195,2790508.0,-12920052.04,
2012-03-31,month_end,DPM,SELL,4.35,3506069.1318181823,0.1,0.0625,-0.037500000000000006,5513033.618141659,1267364.0,5513033.399999999,-971765.0743537052
2012-03-31,month_end,DRC,BUY,3.9,1095655.509090909,0.0,0.0625,0.0625,9188389.36356943,2355997.0,-9188388.299999999,
2012-03-31,month_end,HOM,BUY,4.36,1058949.4545454546,0.0,0.0625,0.0625,9188389.36356943,2107428.0,-9188386.08,
2012-03-31,month_end,IJC,BUY,2.9,5476529.340909091,0.0,0.0625,0.0625,9188389.36356943,3168410.0,-9188389.0,
2012-03-31,month_end,LSS,SELL,12.58,2309499.6863636365,0.1,0.0625,-0.037500000000000006,5513033.618141659,438237.0,5513021.46,640527.6976648411
2012-03-31,month_end,MSN,SELL,58.68,8922646.495454546,0.1,0.0625,-0.037500000000000006,5513033.618141659,93950.0,5512986.0,325579.140540625
2012-03-31,month_end,PET,SELL,3.81,2497663.8454545457,0.1,0.0625,-0.037500000000000006,5513033.618141659,1446990.0,5513031.9,115759.2000000001
2012-03-31,month_end,PGS,SELL,5.98,4407514.454545454,0.1,0.0625,-0.037500000000000006,5513033.618141659,921911.0,5513027.78,658406.6695693617
2012-03-31,month_end,PPS,BUY,3.89,1523865.2272727273,0.0,0.0625,0.0625,9188389.36356943,2362053.0,-9188386.17,
2012-03-31,month_end,PVD,SELL,15.8,3395948.85,0.1,0.0625,-0.037500000000000006,5513033.618141659,348926.0,5513030.8,122124.1000000005
2012-03-31,month_end,PVS,SELL,5.89,13616852.954545455,0.1,0.0625,-0.037500000000000006,5513033.618141659,935998.0,5513028.22,-903694.2226901952
2012-03-31,month_end,REE,SELL,4.31,5891471.918181818,0.1,0.0625,-0.037500000000000006,5513033.618141659,1279126.0,5513033.06,358155.27999999915
2012-03-31,month_end,SBT,SELL,,,0.1,0.0,-0.1,14701422.981711088,0.0,,
2012-03-31,month_end,TDC,BUY,2.96,2466810.7545454544,0.0,0.0625,0.0625,9188389.36356943,3104185.0,-9188387.6,
2012-03-31,month_end,VFR,BUY,9.37,2571151.6363636362,0.0,0.0625,0.0625,9188389.36356943,980617.0,-9188381.29,
2012-03-31,month_end,VMD,BUY,5.77,1198435.4090909092,0.0,0.0625,0.0625,9188389.36356943,1592441.0,-9188384.569999998,
2012-03-31,month_end,VSH,SELL,5.25,6178156.372727272,0.1,0.0625,-0.037500000000000006,5513033.618141659,1050101.0,5513030.25,651062.6200000001
2012-04-30,month_end,BMC,BUY,25.52,1540857.3210526316,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,321108.0,-8194676.16,
2012-04-30,month_end,DBC,BUY,3.09,1840447.6842105263,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,2652000.0,-8194680.0,
2012-04-30,month_end,DPM,SELL,5.36,4542173.02631579,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,286660.0,1536497.6,69726.94006470684
2012-04-30,month_end,DRC,SELL,6.54,2105519.3789473684,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,234939.0,1536501.06,620238.9600000001
2012-04-30,month_end,HOM,SELL,,,0.0625,0.0,-0.0625,9731182.613253802,0.0,,
2012-04-30,month_end,IJC,SELL,3.59,8319215.642105263,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,427995.0,1536502.05,295316.55
2012-04-30,month_end,LSS,SELL,13.25,1617851.752631579,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,115962.0,1536496.5,247184.73109890378
2012-04-30,month_end,MSN,SELL,,,0.0625,0.0,-0.0625,9731182.613253802,0.0,,
2012-04-30,month_end,PET,SELL,4.48,3169191.7210526317,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,342969.0,1536501.12,257226.75000000015
2012-04-30,month_end,PGS,SELL,6.74,6790671.52631579,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,227967.0,1536497.58,336063.470111365
2012-04-30,month_end,PHR,BUY,8.1,1096483.7210526315,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,1011688.0,-8194672.8,
2012-04-30,month_end,PPS,SELL,3.82,2018310.8421052631,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,402225.0,1536499.5,-28155.750000000113
2012-04-30,month_end,PVC,BUY,6.1,2343029.210526316,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,1343390.0,-8194678.999999999,
2012-04-30,month_end,PVD,SELL,,,0.0625,0.0,-0.0625,9731182.613253802,0.0,,
2012-04-30,month_end,PVS,SELL,6.7,12666643.684210526,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,229328.0,1536497.6,-35657.601546645375
2012-04-30,month_end,PXM,BUY,7.4,1016050.6842105263,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,1107389.0,-8194678.600000001,
2012-04-30,month_end,REE,SELL,5.48,11913610.347368421,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,280383.0,1536498.84,406555.35000000003
2012-04-30,month_end,SBT,BUY,7.43,2193514.9210526315,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,1102917.0,-8194673.31,
2012-04-30,month_end,TDC,SELL,3.83,4756336.399999999,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,401175.0,1536500.25,349022.25000000006
2012-04-30,month_end,TNC,BUY,7.47,1932419.5315789476,0.0,0.05263157894736842,0.05263157894736842,8194680.095371623,1097012.0,-8194679.64,
2012-04-30,month_end,VFR,SELL,9.01,2019708.105263158,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,170533.0,1536502.33,-61391.8799999999
2012-04-30,month_end,VMD,SELL,,,0.0625,0.0,-0.0625,9731182.613253802,0.0,,
2012-04-30,month_end,VSH,SELL,5.68,3623992.8157894737,0.0625,0.05263157894736842,-0.009868421052631582,1536502.5178821797,270511.0,1536502.48,284036.54999999993
2012-05-31,month_end,BMC,SELL,17.44,3790996.8181818184,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,56385.0,983354.4,-455590.79999999993
2012-05-31,month_end,DBC,SELL,3.04,1763413.8636363635,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,323476.0,983367.04,-16173.799999999943
2012-05-31,month_end,DPM,SELL,5.39,5614433.631818182,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,182442.0,983362.3799999999,49850.30039379478
2012-05-31,month_end,DRC,SELL,5.52,3838927.963636364,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,178146.0,983365.9199999999,288596.52
2012-05-31,month_end,HBC,BUY,2.92,1151673.5272727273,0.0,0.047619047619047616,0.047619047619047616,9341990.236509087,3199311.0,-9341988.12,
2012-05-31,month_end,HOM,BUY,5.06,1777521.2727272727,0.0,0.047619047619047616,0.047619047619047616,9341990.236509087,1846243.0,-9341989.58,
2012-05-31,month_end,HUT,BUY,5.79,5140046.136363637,0.0,0.047619047619047616,0.047619047619047616,9341990.236509087,1613469.0,-9341985.51,
2012-05-31,month_end,IJC,SELL,3.27,5256261.5,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,300723.0,983364.21,111267.51000000004
2012-05-31,month_end,LSS,SELL,12.54,2361637.2863636366,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,78418.0,983361.72,111479.1179951521
2012-05-31,month_end,PET,SELL,3.86,2645015.0636363635,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,254758.0,983365.88,33118.53999999997
2012-05-31,month_end,PGS,SELL,6.72,9242557.090909092,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,146334.0,983364.48,212795.38431315267
2012-05-31,month_end,PHR,SELL,7.11,3055611.9181818184,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,138307.0,983362.77,-136923.9299999999
2012-05-31,month_end,PPS,SELL,2.99,1006374.8636363636,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,328885.0,983366.15,-295996.49999999994
2012-05-31,month_end,PVC,SELL,,,0.05263157894736842,0.0,-0.05263157894736842,10325357.629825832,0.0,,
2012-05-31,month_end,PVS,SELL,,,0.05263157894736842,0.0,-0.05263157894736842,10325357.629825832,0.0,,
2012-05-31,month_end,PXM,SELL,6.6,1713499.5909090908,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,148995.0,983367.0,-119196.0000000001
2012-05-31,month_end,REE,SELL,5.08,6124182.818181818,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,193576.0,983366.08,203254.79999999996
2012-05-31,month_end,SBT,SELL,7.48,5908602.163636363,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,131466.0,983365.68,394157.96332920797
2012-05-31,month_end,TDC,SELL,3.75,4003793.6363636362,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,262231.0,983366.25,207162.49000000002
2012-05-31,month_end,TNC,SELL,7.6,2610360.8363636364,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,129390.0,983364.0,16820.699999999986
2012-05-31,month_end,TPC,BUY,4.35,1266251.290909091,0.0,0.047619047619047616,0.047619047619047616,9341990.236509087,2147583.0,-9341986.049999999,
2012-05-31,month_end,VFR,SELL,8.27,2678118.0,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,118907.0,983360.8899999999,-130797.69999999995
2012-05-31,month_end,VSH,SELL,5.91,8154732.85,0.05263157894736842,0.047619047619047616,-0.005012531328320802,983367.393316746,166390.0,983364.9,212979.20000000004
2012-06-30,month_end,BMC,BUY,16.64,2216581.495238095,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,385598.0,-6416350.720000001,
2012-06-30,month_end,CSM,BUY,7.22,5084049.595238095,0.0,0.08333333333333333,0.08333333333333333,14971502.090532312,2073615.0,-14971500.299999999,
2012-06-30,month_end,DBC,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,DPM,BUY,5.49,2394463.8523809523,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,1168735.0,-6416355.15,
2012-06-30,month_end,DRC,BUY,5.55,2918223.7,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,1156100.0,-6416355.0,
2012-06-30,month_end,HBC,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,HOM,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,HUT,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,IJC,BUY,3.09,2109256.2666666666,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,2076491.0,-6416357.1899999995,
2012-06-30,month_end,JVC,BUY,13.62,1016838.3380952382,0.0,0.08333333333333333,0.08333333333333333,14971502.090532312,1099229.0,-14971498.979999999,
2012-06-30,month_end,LSS,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,PET,BUY,3.74,1346851.0095238094,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,1715603.0,-6416355.220000001,
2012-06-30,month_end,PGS,BUY,6.25,2776432.8095238097,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,1026617.0,-6416356.25,
2012-06-30,month_end,PHR,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,PPS,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,PXM,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,REE,BUY,4.9,6734973.366666667,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,1309460.0,-6416354.0,
2012-06-30,month_end,SBT,BUY,6.46,2971247.9523809524,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,993244.0,-6416356.24,
2012-06-30,month_end,TDC,BUY,3.13,2029363.0857142855,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,2049954.0,-6416356.02,
2012-06-30,month_end,TNC,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,TPC,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,VFR,SELL,,,0.047619047619047616,0.0,-0.047619047619047616,8555144.05173275,0.0,,
2012-06-30,month_end,VSH,BUY,4.97,3539591.314285714,0.047619047619047616,0.08333333333333333,0.03571428571428571,6416358.0387995625,1291017.0,-6416354.489999999,
2012-07-31,,BMC,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,CSM,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,DPM,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,DRC,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,IJC,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,JVC,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,PET,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,PGS,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,REE,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,SBT,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,TDC,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2012-07-31,,VSH,SELL,,,0.08333333333333333,0.0,-0.08333333333333333,,,,
2013-01-31,month_end,BMC,BUY,21.333,4339719.3122727275,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,528398.0,-11272314.534,
2013-01-31,month_end,CII,BUY,13.489,5366546.879090909,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,835668.0,-11272325.652,
2013-01-31,month_end,CMI,BUY,6.609,2264884.463636364,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1705603.0,-11272330.227,
2013-01-31,month_end,CSM,BUY,8.89,9747995.569545455,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1267979.0,-11272333.31,
2013-01-31,month_end,DPM,BUY,8.327,5933757.3559090905,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1353709.0,-11272334.843,
2013-01-31,month_end,DRC,BUY,6.947,4851850.393636364,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1622619.0,-11272334.193,
2013-01-31,month_end,HPG,BUY,1.324,1384538.5136363637,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,8513848.0,-11272334.752,
2013-01-31,month_end,JVC,BUY,14.71,8127506.580454546,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,766304.0,-11272331.84,
2013-01-31,month_end,PPC,BUY,3.715,2260348.855909091,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,3034275.0,-11272331.625,
2013-01-31,month_end,REE,BUY,6.291,6265995.621363636,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1791819.0,-11272333.329,
2013-01-31,month_end,SBT,BUY,6.731,2674254.9895454543,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1674689.0,-11272331.659,
2013-01-31,month_end,SRC,BUY,4.278,1196337.5709090908,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,2634954.0,-11272333.212,
2013-01-31,month_end,TNC,BUY,7.691,1716309.1736363636,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,1465652.0,-11272329.532,
2013-01-31,month_end,VKC,BUY,3.343,1241445.8409090908,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,3371921.0,-11272331.902999999,
2013-01-31,month_end,VNE,BUY,4.562,6941850.901818182,0.0,0.06666666666666667,0.06666666666666667,11272334.962400194,2470919.0,-11272332.478,
2013-02-28,month_end,BMC,SELL,22.826,6193690.798666667,0.06666666666666667,0.0625,-0.004166666666666666,783930.3843228762,34343.0,783913.318,71704.64131166121
2013-02-28,month_end,BTP,BUY,3.282,1029925.0826666667,0.0,0.0625,0.0625,11758955.764843145,3582862.0,-11758953.084,
2013-02-28,month_end,CII,SELL,13.325,8899153.893333333,0.06666666666666667,0.0625,-0.004166666666666666,783930.3843228762,58831.0,783923.075,33234.36589189
2013-02-28,month_end,CMI,SELL,,,0.06666666666666667,0.0,-0.06666666666666667,12542886.149166021,0.0,,
2013-02-28,month_end,CSM,SELL,9.21,8275944.775333334,0.06666666666666667,0.0625,-0.004166666666666666,783930.3843228762,85117.0,783927.5700000001,115445.28717857713
